ess.tesla_cfg.Config_Energy,ShirleySouth-ESSPlant-ESS1,Config,FullChargeEnergy_kWh,Y,kWh
ess.tesla_cfg.Config_NumBattMeters,ShirleySouth-ESSPlant-ESS1,Config,nBatteryMeters,,
ess.tesla_cfg.Config_NumbBlocks,ShirleySouth-ESSPlant-ESS1,Config,nBlocks,,
ess.tesla_q_ctrl.DirectReactive_Timeout,ShirleySouth-ESSPlant-ESS1,QSetPt,TimeoutWindow,,
ess.tesla_real_pwr_ctrl.DirectReal_Timeout,ShirleySouth-ESSPlant-ESS1,RealPwrCtrl,TimeoutWindow,,
ess.tesla_status.Status_CommandSource,ShirleySouth-ESSPlant-ESS1,ModeStatus,CommandSource,,
ess_meter.meter.Evt,ShirleySouth-ESSPlant-ESS1,HealthStatus,MeterEvt,,
ess_meter.meter.TotVAhImp,ShirleySouth-ESSPlant-ESS1,OpStatus,VAImp,,kVAh
ess_meter.meter.TotWhExp,ShirleySouth-ESSPlant-ESS1,OpStatus,WhExp,,kWh
ess_meter.meter.TotWhImp,ShirleySouth-ESSPlant-ESS1,OpStatus,WhImp,,kWh
inv1.alarms.UL_Recovery_Time_Left,ShirleySouth-PVPlant-Inverter1,ModeStatus,UL_recovery_time,,
inv1.cfg.Inverter Power Level,ShirleySouth-PVPlant-Inverter1,Config,Nameplate_kW,Y,
inv1.solectria_meter.AC_Grid_Frequency,ShirleySouth-PVPlant-Inverter1,OpStatus,frequency,Y,Hz
inv1.solectria_meter.DC_Voltage,ShirleySouth-PVPlant-Inverter1,OpStatus,V_DC,Y,V
pcc_meter.meter.TotVAhImp,ShirleySouth,OpStatus,VAImp,,kVAh
pcc_meter.meter.TotWhExp,ShirleySouth,OpStatus,WhExp,,kWh
pcc_meter.meter.TotWhImp,ShirleySouth,OpStatus,WhImp,,kWh
pmc.mode_control.GSModCtrl,ShirleySouth,ModeControl,GSModeCtrl,,
pmc.mode_control.GSModSt,ShirleySouth,ModeStatus,GSModeStatus,,
pmc.mode_control.SysModCtrl,ShirleySouth,ModeControl,SysModeCtrl,,
pmc.mode_control.SysModSt,ShirleySouth,ModeStatus,SysModeStatus,,
pmc.monitor.PMCSysModeReason,ShirleySouth,ModeStatus,SysModeReason,,
pmc.monitor.PMCWatchDog,ShirleySouth,ModeControl,PMCWatchDog,,
pmc.monitor.WatchDogTimeoutEnable,ShirleySouth,ModeControl,WatchDogTimeoutEnable,,
PVF.droop_ctrl.FD_Gradient,ShirleySouth,DroopCtrl,Gradient,,
PVF.droop_ctrl.FD_Hys_En,ShirleySouth,DroopCtrl,HysteresisEnable,,
PVF.droop_ctrl.FD_Hys_f,ShirleySouth,DroopCtrl,HysteresisF,,
PVF.droop_ctrl.FD_Mode,ShirleySouth,DroopCtrl,Mode,,
PVF.droop_ctrl.FD_Start_hi,ShirleySouth,DroopCtrl,StartHi,,
PVF.droop_ctrl.FD_Start_low,ShirleySouth,DroopCtrl,StartLow,,
PVF.e_stop.PVF_Control_Estop,ShirleySouth,ModeControl,EStopCtrl,,
PVF.pf_comp.PFCC_Deadband,ShirleySouth,PFComp,Deadband,Y,Pct
PVF.pf_comp.PFCC_Gradient,ShirleySouth,PFComp,Gradient,Y,Pct
PVF.pf_comp.PFCC_PFLimit,ShirleySouth,PFComp,Limit,Y,pu
PVF.pf_comp.PFCC_SetPoint,ShirleySouth,PFComp,SetPoint,Y,pu
PVF.pf_ctrl.PFC_Setpoint,ShirleySouth,PF,SetPoint,Y,pu
PVF.q_ctrl.Reactive_Power_Mode,ShirleySouth,QModeCtrl,qMode,,
PVF.q_setpt.Q_SetPoint,ShirleySouth,QSetPt,SetPoint_kVAr,Y,kVAr
PVF.v_comp.VCC_Deadband,ShirleySouth,Vcomp,Deadband,Y,Pct
PVF.v_comp.VCC_Gradient,ShirleySouth,Vcomp,Gradient,Y,Pct
PVF.v_comp.VCC_Limit,ShirleySouth,Vcomp,Limit,Y,pu
PVF.v_comp.VCC_SetPoint,ShirleySouth,Vcomp,SetPoint,Y,pu
PVF.v_reg.VRC_Deadband,ShirleySouth,Vreg,Deadband,Y,Pct
PVF.v_reg.VRC_Limit,ShirleySouth,Vreg,Limit,Y,pu
PVF.v_reg.VRC_SetPoint,ShirleySouth,Vreg,SetPoint,Y,pu
radio_north.CommStatus.St,ShirleySouth,HealthStatus,CommsStatusRadio,,
recloser.CommStatus.St,ShirleySouth,HealthStatus,CommsStatusRecloser,,
recloser.status.Evt,ShirleySouth,HealthStatus,RecloserEvent,,
recloser.status.Status,ShirleySouth,HealthStatus,RecloserStatus,,
weatherStation.base_met.TmpAmb,ShirleySouth,EnvStatus,TmpAmb,,
weatherStation.base_met.WndSpd,ShirleySouth,EnvStatus,WndSpd,,
weatherStation.base_met.WndDir,ShirleySouth,EnvStatus,WndDir,,
weatherStation.CommStatus.St,ShirleySouth,HealthStatus,CommsStatusWeather,,
weatherStation.temp.TmpBOM,ShirleySouth,EnvStatus,Tmp_BOM1,,
weatherStation.temp.TmpBOM,ShirleySouth,EnvStatus,Tmp_BOM2,,
ess.tesla_meter.RealEnergyExported,ShirleySouth-ESSPlant-ESS1,OpStatus,kWhExp,,kWh
ess.tesla_meter.RealEnergyImported,ShirleySouth-ESSPlant-ESS1,OpStatus,kWhImp,,kWh
ess.tesla_status.Status_FullChargeEnergy,ShirleySouth-ESSPlant-ESS1,OpStatus,FullChargeEnergy_kWh,Y,kWh
ess.tesla_status.Status_MaxChargePower,ShirleySouth-ESSPlant-ESS1,OpStatus,MaxChargePwr_kW,Y,kW
ess.tesla_status.Status_MaxDischargePower,ShirleySouth-ESSPlant-ESS1,OpStatus,MaxDischargePwr_kW,Y,kW
ess.tesla_heatMode.HeatEnergy,ShirleySouth-ESSPlant,RealPwrCtrl,HeatEnergy,Y,
ess.tesla_heatMode.HeatPMinCharge,ShirleySouth-ESSPlant,RealPwrCtrl,HeatPMinCharge,Y,kW
ess.tesla_heatMode.HeatPMinDischarge,ShirleySouth-ESSPlant,RealPwrCtrl,HeatPMinDischarge,Y,kW
